new_seasons_id,recipe_name,recipe_link,recipe_image,ingredients,directions
100189,Celery Root Remoulade with Smoked Trout and Peas,https://www.newseasonsmarket.com/recipes/celery-root-remoulade-with-smoked-trout-and-peas/,,"['1 Tbls olive oil', '4 scallions, sliced (1/2 Cup)', '1lb frozen peas', '2 Tbls Dijon mustard', '1/2 cup mayonnaise', '1 Tbls capers, minced', '1 Tbls preserved lemon, minced', '1 cup Fresh Basil Leaves, chopped', '1/4 Tbls Hot Sauce (optional)', '1lb Celery Root, peeled and cut into julienne strips (4 cups)', '4 stalks of celery, with tender leaves, small diced (1 Cup)', '2 cups fresh parsley leaves', '8 oz. can of smoked trout or salmon, flaked', '1 lemon, zested into strips', '1 head butterhead lettuce, torn into bite-sized pieces', '3/4 cup lemon vinaigrette (divided)', 'Salt and pepper']","['In a large skillet, heat olive oil, add scallions and cook for about 2 minutes. Add peas, season with salt and pepper, and cook for 2 minutes. Remove from the heat to cool while you prep other ingredients.', 'In a mixing bowl, make the dressing. Whisk together the mustard, mayonnaise, 1/2 cup of the lemon vinaigrette, capers, basil, preserved lemon and, if using, hot sauce. Season with salt and pepper.', 'Trim and cut the celery root into julienned matchsticks. A fast way of doing this: slice the root into large, thin slices using a mandolin slicer, then stack the slices and cut them into strips (or you can use the Mandoline Julienne attachment). Or just use a hand knife and cut it by hand. Your call.', 'Mix the julienned celery root with the celery, parsley leaves, lemon zest and smoked trout. Add the cooled peas and mix in the dressing. Season the lettuce with salt and pepper, and toss with the remaining 1/4 cup of lemon dressing. Serve the remoulade over the butterhead salad.']"
100190,Beer Battered Fish ‘n Chips,https://www.newseasonsmarket.com/recipes/beer-battered-fish-n-chips/,https://cdn.newseasonsmarket.com/wp-content/uploads/2016/03/beerbatteredFishnChips.jpg,"['3 large russet potatoes', '2 lbs halibut or cod fillets (no skin)', '1 1/4 cups all-purpose flour, divided', '1/4 cup cornstarch', '2 tsp salt', '2 tsp paprika', 'one 12 oz beer', 'Oil (for frying)']","['Peel potatoes and cut into French fries; place in a bowl of cool water and set aside.', 'In a medium bowl, sift together 1 cup flour, salt and paprika. Whisk in beer until well blended; set aside.', 'Heat oil to 375º F. While oil is heating; drain fries and pat dry with a paper towel. When oil is hot, cook fries in 2 to 3 small batches, draining on paper towels. Keep fries warm while cooking fish.', 'To cook fish, cut fillets into 2” wide strips and remove any pin bones. In a small bowl mix 1/4 cup flour and cornstarch. Lightly coat fish in dry flour mixture; shake off excess. Dip fish in beer batter then fry 2-3 fillets at a time until golden brown. Drain on paper towels.', 'Serve with fries and your favorite tartar sauce. Serves 4-6.']"
100191,Cauliflower Pizza Crust,https://www.newseasonsmarket.com/recipes/cauliflower-pizza-crust/,,"['1/2 large head cauliflower, shredded', '2 pasture-raised eggs', '1 teaspoon Italian herb seasoning mix', '1/2 cup nutritional yeast', '1 teaspoon garlic powder', 'sea salt & pepper to taste']","['Preheat the oven to 450°F. Shred or process the cauliflower into small crumbles using a box grater or food processor. You’ll need a total of about 2 cups or so of cauliflower crumbles. Place the cauliflower on a baking sheet and place in oven until they feel dry, about 10 minutes. Give the cauliflower a chance to cool. Once cool, place the cooked cauliflower into a clean dishtowel and ring out as much water as possible. Lightly oil a pizza pan with olive oil. In a medium bowl, mix the cauliflower crumbles with remaining ingredients. Pat the “crust” into a 9-12"" round on the prepared pan, and bake for 10-12 minutes (or until golden). Remove the crust from the oven and top with your favorite toppings. Place back into the oven until the toppings are hot, approximately 3-5 minutes. Remove from the oven and serve.']"
100192,Cedar Plank Salmon with Dijon Sauce,https://www.newseasonsmarket.com/recipes/cedar-plank-dijon-salmon/,https://cdn.newseasonsmarket.com/wp-content/uploads/2016/05/Cedar-Plank-Salmon.jpg,"['2 lbs wild salmon filet, whole (skin on)', '1 cedar plank, soaked in water for 20 minutes, patted dry', '1/2 cup Dijon mustard', '1/2 cup extra virgin olive oil', '1 tablespoon whole mustard seeds', '1 teaspoon ground cumin', '2 teaspoons red pepper flakes or lime juice']","['Preheat grill to high heat for 15 minutes and then adjust to medium low. If you’re using charcoal, simply move the coals to one side.', 'Whisk together the Dijon sauce ingredients.', 'Place salmon skin-side down on the plank and spread the sauce on top.', 'Place plank on grill (on the cool side if using coals).', 'Cover the grill and cook 15 minutes or until the salmon’s internal temperature reads 140° F.']"
100193,"Tempeh, Your Way",https://www.newseasonsmarket.com/recipes/tempeh-your-way/,,"['1/2 teaspoon coconut oil', '3-5 oz tempeh, seasoned and sliced into thin strips', '1/4 cup cultured cream cheese or vegan cream cheese', '1 sprouted grain tortilla', '1/2 cup spinach, sliced into thin ribbons', '1/2 avocado, sliced', '2 tablespoons mango chutney', '1 pinch freshly ground pepper', '1 pinch sea salt']","['In a small pan, melt coconut oil over medium-low heat. Add tempeh, warm gently, and set aside. Spread cream cheese or vegan substitute evenly over tortilla. Distribute spinach on one half of the tortilla. Place tempeh and avocado lengthwise on top of spinach layer. Drizzle with mango chutney and sprinkle with salt and pepper to taste.', 'Starting at the side of the tortilla with the fillings, begin rolling all ingredients up like a rug. Continue rolling tightly until wrap is complete. Cut in half on the diagonal and secure with toothpicks if needed.']"
100194,Smoked Salmon Scramble,https://www.newseasonsmarket.com/recipes/smoked-salmon-scramble/,,"['1 tablespoon ghee or coconut oil', '1 cup spinach', '4 asparagus stalks, trimmed and chopped', '1 small zucchini, diced', '4 eggs from pastured hens', '4 ounces wild smoked salmon', '1 small avocado, cut into cubes']","['Melt the ghee or coconut oil in a skillet over medium heat. Add asparagus, spinach and zucchini, and sauté until tender.', 'In a separate bowl, whisk the eggs and then add to the vegetable mixture. Gently stir the eggs until they are scrambled and cooked through. Add the smoked salmon and avocado and serve immediately.']"
100195,Soy-Free Miso Soup,https://www.newseasonsmarket.com/recipes/soy-free-miso-soup/,,"['1 4-inch piece of kombu (dried seaweed)', '1 bunch green onions, chopped', '1/2 cup wakame (dried seaweed)', '1/4 cup chickpea miso paste*', '1/2 cup warm water for mixing miso']","['Rinse the kombu and allow to steep overnight in a quart of cold water. Remove kombu and heat up the seaweed broth but do not boil. Stir in green onion and wakame. Simmer for 3-5 minutes, and remove from heat. Dissolve miso paste in warm water, and then stir into soup mixture. Serve immediately.']"
100196,White Bean Turkey Chili,https://www.newseasonsmarket.com/recipes/white-bean-turkey-chili/,,"['1 lb ground turkey, cooked', '1 15oz can of low sodium white beans, including liquid', '2 cups chicken broth', '1/4 cup tomatillo salsa', 'White pepper and sea salt to taste', '1/4 cup chopped fresh cilantro', '1/2 cup sour cream']",['Throw everything in a pot and let simmer for 30-45 minutes before serving. Great with tortilla chips or cornbread.']
100197,Sweet Potato-Crusted Quiche,https://www.newseasonsmarket.com/recipes/sweet-potato-crusted-quiche/,,"['2 cups coarsely grated sweet potato or yam', '4 tablespoons ghee, divided', 'Salt and pepper to taste', '1 shallot, finely chopped', '1 1/2 cups finely chopped cauliflower', '1-2 cups chopped kale', '2-3 cloves garlic, minced', '8 eggs', 'Additional salt and pepper', '1/3 cup crumbled goat cheese']","['Preheat oven to 450°F and melt 2 tablespoons of ghee to be mixed with potato shreds. Squeeze sweet potato shreds with a paper towel or in cheesecloth to press out excess liquid. Add potato shreds to a 10″ pie pan with ghee, salt, and pepper, stir to combine, then press into the bottom of pan and up sides to form a crust. Bake for 10-15 minutes or until potatoes begin to brown on the surface and edges.', 'While crust bakes, sauté shallot in remaining 2 tablespoons of ghee until translucent. Add cauliflower, sauté until cauliflower is tender, 4-5 minutes. Covering pan will help soften cauliflower more quickly. Add garlic and kale, and sauté one more minute. Remove pie pan from oven and decrease oven temp to 350°F.', 'Distribute cooked veggies evenly over potato crust. Whisk together eggs, and a few shakes of salt and pepper, then pour over veggies. Add cheese and bake 25-30 minutes, or until eggs are set. Allow to cool 10 minutes prior to slicing.']"
100198,Vinegar Coleslaw Dressing,https://www.newseasonsmarket.com/recipes/vinegar-coleslaw-dressing/,,"['1/2 cup apple cider vinegar', '2 tablespoons gluten-free mustard', '2 tablespoons honey', '1/2 cup extra virgin olive oil', '1 tablespoon celery seed', 'Sea salt and black pepper to taste']",['Whisk together ingredients in a small bowl. Adjust seasoning to taste.']
100199,Sardine Surprise,https://www.newseasonsmarket.com/recipes/sardine-surprise/,,"['1 can of your favorite sardines', '1/3 cup finely chopped onion', '1/2 celery stalk, finely chopped', '2 teaspoons horseradish mustard', '1 tablespoon extra virgin olive oil', '1 generous squeeze of fresh lemon juice (about 1 teaspoon)', '1 pinch sea salt', '1 pinch lemon pepper']","['Drain sardines, place in a bowl, and chop into chunks with a fork. Add celery and onion to sardines and stir. In a separate bowl, blend horseradish mustard, olive oil, lemon juice, sea salt and lemon pepper. Combine dressing with sardine mixture and serve.']"
100200,Spicy Peanut Sauce,https://www.newseasonsmarket.com/recipes/spicy-peanut-sauce/,,"['1/4 cup creamy peanut butter', '1/4 cup canned coconut milk', '1 tablespoon fish sauce', '1 tablespoon chili garlic sauce', '1-2 tablespoons lime juice', '1 tablespoon coconut nectar', '1 clove garlic', '1 tablespoon grated ginger', 'Cilantro (optional)']","['Mix all ingredients in a food processor, and refrigerate. Let sit at least 2 hours before serving. Can be thinned with more coconut milk. This sauce is great with chicken, as a dressing for Asian slaw, and for dipping veggies.']"
100201,"Grilled Zucchini, Corn and Italian Sweet Pepper Quesadillas",https://www.newseasonsmarket.com/recipes/grilled-zucchini-corn-and-italian-sweet-pepper-quesadillas/,,"['2 small, red sweet Italian or other heirloom peppers', '1 ear yellow corn, shucked', '1 medium zucchini, cut on bias into 1-inch thick slices', '3 tablespoons extra virgin olive oil', '3 tablespoons chopped fresh basil', '1 teaspoon lemon zest', 'Salt and freshly ground black pepper', '1 ½ cups grated part skim mozzarella or Monterey jack cheese', '4 (10-inch) flour tortillas']","['Preheat the grill over medium heat. Brush the peppers, corn, and zucchini, with a little of the oil. Grill the vegetables until the corn turns from milky-yellow to bright yellow all over (15 minutes) the peppers are charred and collapsed, and the zucchini is just tender (10 minutes).', 'When cool enough to handle, shave the corn off the cob, seed and chop the peppers, and chop the zucchini. Combine the grilled vegetables with the basil and lemon zest and season with salt and pepper.', 'Brush 1 side of each tortilla with the remaining oil and place them oiled side down on the grill. Sprinkle the tortillas evenly with the cheese. Spoon the vegetable mixture over half of each tortilla, leaving one side covered with cheese only. (This will make it easier to fold the quesadillas in half.)', 'Cover the grill and cook until the cheese has melted and the underside of the tortillas are crisp, 4 to 5 minutes. Carefully fold each tortilla in half (fold the side without vegetables up and over the half with vegetables) and gently press down with a spatula to sandwich the sides together.', 'Transfer the quesadillas to a cutting board and cut each into 4 wedges. Serve immediately.']"
100202,Brined Pork Chops,https://www.newseasonsmarket.com/recipes/brined-pork-chops/,,"['5 tablespoons kosher salt', '2 tablespoons sugar', '3 quarts water', '4 center cut boneless pork chops', 'Oil for grill', '1 (17 oz) bottle Podnah’s Mustard sauce']","['Dissolve salt and sugar in 3 quarts cold water in 2-gallon zipper-lock plastic bag. Add chops and seal bag, pressing out as much air as possible. Refrigerate at least 1 hour and as long as 24 hours. Remove chops and pat dry with a paper towel.', 'Preheat your grill to medium-high and cook until browned on each side, 3 to 4 minutes. Brush with mustard sauce on each side and continue to cook, 7 to 10 more minutes or until an internal probe thermometer register 140 °F. Remove to plate, tent with foil and allow to rest 5 minutes. Brush with additional mustard sauce if desired.']"
100203,Slow-cooker Chicken,https://www.newseasonsmarket.com/recipes/chicken-in-a-pot/,,"['2 carrots, sliced', '2 onions, chopped', '2 stalks celery, chopped', '3-4 lb whole chicken', '1 teaspoon salt', '1/2 teaspoon ground black pepper', '1/2 cup water or chicken broth or cooking wine', '1/2 teaspoon teaspoon dried basil']","['Put carrots, onion and celery in bottom of slow cooker. Place whole chicken on top of vegetables. Sprinkle with sea salt and pepper and add liquid over top. Sprinkle basil over top. Cover and cook on low 8 to 10 hours (or on high 4 to 5 hours, using an additional cup of water), or until fully cooked.']"
100204,Curry Spice Blend,https://www.newseasonsmarket.com/recipes/curry-spice-blend/,https://cdn.newseasonsmarket.com/wp-content/uploads/2016/05/curryspices.jpg,"['2 tablespoons ground turmeric', '2 tablespoons ground coriander', '1 tablespoon ground cumin', '2 teaspoons ground cardamom', '2 teaspoons ground ginger', '2 teaspoons freshly ground black pepper', '1 teaspoon ground cloves', '1 teaspoon ground cinnamon', '1 teaspoon ground nutmeg']",['Mix all ingredients together and store in an airtight container.']
100205,Chorizo and Potato Tacos,https://www.newseasonsmarket.com/recipes/chorizo-and-potato-tacos/,,"['2 large avocado', '1 (4.5 oz) pouch Frontera Guacamole Mix', 'salt to taste', '1 lb Yukon gold potatoes', ""1 lb Mulay's Chorizo (found in freezer) or New Seasons Market bulk chorizo"", '2 teaspoon dried oregono', 'salt to taste', '1 (10 oz) pkg. Three Sisters Tortilla (found in the refrigerator)', '1 (12 oz) pkg. Don Froylon Queso Fresco (Cheese Dept.)', 'choped fresh cilantro']","['If using Mulay’s Chorizo, thaw in the fridge overnight or in the microwave at 50% power.', 'For the guacamole:', 'Coarsely mash the avocados in a bowl. Add the Frontera Guacamole Mix. Stir to blend and add salt to taste. Smooth a piece of plastic wrap over the surface of the guacamole to seal out the air and help prevent darkening. Chill until serving.', 'For the tacos:', 'Peel the potatoes and cut them into 1/2” dice. Cook in a saucepan of boiling water until they are just cooked through and still hold their shape, about 5 minutes. Drain.', 'Crumble the chorizo into a large skillet. Cook over medium heat stirring until browned and cooked through. Drain off excess fat leaving a small amount in the skillet. Add the potatoes and 2 tsp. dried oregano, cook and stir till the potatoes are hot and starting to brown. Season with salt to taste.', 'Assemble:', 'Warm the tortillas by your favorite method. Fill tortillas with the chorizo-potato mixture and top with guacamole, crumbled queso fresco and chopped cilantro.']"
100206,Simple Tempeh Scramble,https://www.newseasonsmarket.com/recipes/simple-tempeh-scramble/,,"['3 tablespoons avocado oil, divided', '1 lb tempeh, cubed and steamed (optional)', '1 red bell pepper, thinly sliced', '1 small red onion, thinly sliced', '3 cloves garlic, diced or pressed', '2 teaspoons dried thyme, (or 2 tablespoon fresh)', '4 cups greens (chard, spinach, kale), torn', '1/4 teaspoon sea salt', 'Black pepper to taste']","['Preheat a large skillet or other heavy-bottomed pan over medium heat. Add 2 tablespoons of oil and the tempeh and sauté for about 7 minutes, stirring often, until lightly browned. Add sliced bell pepper, onion, and the remaining 1 tablespoon of oil. Sauté for about 5 minutes until veggies are tender-crisp. Add garlic and thyme and sauté for 1-2 more minutes until fragrant (being careful not to burn the garlic). Add greens and sauté until lightly wilted. Remove from heat. Sprinkle with salt and pepper to taste.', 'Try topping with nutritional yeast, hot sauce, avocado, sliced tomatoes, or more raw greens!']"
100207,Veggie-ful Vegan Frittata,https://www.newseasonsmarket.com/recipes/veggie-ful-vegan-frittata/,,"['1 tablespoon avocado oil', '3 small sweet potatoes, diced', '1 small onion, diced', '1 bell pepper, diced', '1 small zucchini, diced', '2 cloves garlic, diced or pressed', '1 small tomato, diced', '1 pinch red pepper flakes (optional)', '1 package organic firm or extra firm tofu, drained', '1/3 cup unsweeteneed almond milk (or other milk alternatives)', '1 tablespoon corn starch (or other thickening agent)', '3 tablespoon nutritional yeast', '1 teaspoon gluten-free mustard', '1/2 teaspoon garlic powder', '1/2 teaspoon sea salt', '1/4 teaspoon turmeric', '1/4 teaspoon Kala Namak (optional)', '1 pinch black pepper (optional)']","['Preheat the oven to 375°F. Prepare pie dish by lining bottom with parchment paper and greasing the edges with extra oil.', 'Heat a skillet over medium heat and add oil and sweet potatoes. Sauté for 5 minutes. Add onions and sauté for an additional 5 minutes or until translucent. Add peppers, zucchini and garlic and sauté until tender crisp. Add tomatoes and red pepper flakes and sauté for 1 minute. Remove from heat.', 'In a food processor or blender, combine remaining ingredients and process until creamy and smooth. Add additional seasonings to taste. In a large mixing bowl, combine cooked veggies and tofu mixture. Slowly spoon this into the prepared pie dish. Bake in preheated oven for 35-40 minutes until the top is firm to the touch. Remove from oven and let sit for 10-15 minutes. Carefully flip the frittata out onto a serving dish and remove parchment paper.', 'Try topping with avocado slices, tomato, hot sauce, or salsa. This frittata would also be great on a bed of leafy greens!']"
100208,Vegan Tuna Salad,https://www.newseasonsmarket.com/recipes/vegan-tuna-salad/,,"['1 19oz can garbanzo beans (chickpeas), drained and mashed with a fork', '2 tablespoon vegan mayo (or 1/2 ripe avocado)', '2 teaspoon spicy brown mustard', '1 tablespoon pickle relish (sweet or dill), or 1 medium pickle, finely diced', '2 green onions, chopped', 'Salt and pepper to taste']","['In a medium bowl, combine bean mash, mayo or avocado, pickles, chopped onions, salt and pepper. Mix well.']"
100209,Thai Red Curry with Veggies,https://www.newseasonsmarket.com/recipes/thai-red-curry-with-veggies/,,"['2 tablespoons coconut oil', '1 small onion, finely chopped', '3 cloves garlic, minced', '1/2 inch piece ginger, finely chopped', '1 small sweet potato, diced', '1 large carrot, chopped', '1 cup broccoli florets', '1 large red bell pepper, chopped', '1 teaspoon ground turmeric', '3 tablespoons red curry paste (adjust to taste)*', '1 splash tamari or coconut aminos', '1 tablespoon fish sauce or mock fish sauce (optional)', '1 14 oz can full-fat coconut milk']","['Heat coconut oil in a large pan or wok. Sauté the onions until soft. Add the garlic and ginger and cook for 1-2 minutes more. Add sweet potato and carrot and sauté for 2-3 minutes. Add broccoli and red bell pepper and cook for 2-3 minutes more until broccoli and red bell pepper are tender-crisp. Add turmeric, curry paste, fish sauce, and tamari or coconut aminos, and stir to mix well. Cook for 2-3 minutes and then immediately add coconut milk. Cover and simmer over low heat until potatoes and carrots are tender. Serve over cauliflower rice or spiralized zucchini.']"
100210,Vegan Lentil “Meat-Loaf”,https://www.newseasonsmarket.com/recipes/vegan-lentil-meat-loaf/,,"['1 cup green lentils, uncooked', '1 cup toasted walnuts, finely chopped', '1 tablespoon avocado oil or coconut oil', '3 cloves garlic, minced', '1 1/2 cups sweet onion, diced', '1 cup celery, diced', '1 cup carrot, grated', '1/3 cup apple, peeled/grated', '1/3 cup raisins', '3 tablespoon ground flax AND 1/2 cup water (thoroughly mixed in a bowl)', '1/2 cup oat flour', '3/4 cup breadcrumbs', '2 teaspoons fresh thyme (or 3/4 teaspoon dried thyme)', 'Salt and pepper to taste', 'Red pepper flakes, to taste', '1/4 cup ketchup or tomato paste', '1 tablespoon maple syrup', '2 tablespoon apple butter (or unsweetened applesauce)', '2 tablespoon balsamic vinegar']","['Preheat oven to 350°F. Rinse lentils and place into a pot with 3 cups of water. Bring to a boil and sprinkle in a little salt. Reduce heat to medium/low and simmer uncovered for 40-45 minutes. Stir frequently and add water as needed. Cook lentils until slightly overcooked. Once done, mash with the back of a big spoon.', 'Heat avocado or coconut oil in a skillet over medium heat. Add garlic and onion and sauté for 5 minutes. Sprinkle with salt and add celery, carrot, apple, and raisins. Sauté for 5 minutes more and remove from heat. In a large mixing bowl, mix all remaining loaf ingredients together with lentils and veggies and season to taste. Grease a loaf pan with a little oil and line with parchment paper. Press mixture firmly into the pan.', 'Combine all glaze ingredients and mix until creamy. Spread ½ of this mixture onto prepared loaf. Reserve the remainder for dipping sauce. Bake loaf at 350°F for 40-45 minutes uncovered. Edges should be lightly brown. Let cool for 10 minutes before serving.']"
100211,Umbria Style Italian Sausage,https://www.newseasonsmarket.com/recipes/umbria-style-italian-sausage/,,"['1 tablespoon olive oil', '4 New Seasons Market Italian Sausages, mild or hot', '2 cups seedless red grapes, washed and destemmed', '2 sprigs marjoram', '1 sprig rosemary', '1/4 cup chopped parsley', '1 cup dry white wine']","['Heat shallow sauce pan to medium high heat. Add oil, then add sausage links. Cook just long enough to evenly brown and then remove to plate. Add destemmed grapes to pan along with the marjoram, rosemary and parsley reserving some to garnish dish when serving. Move pan occasionally to evenly wilt the skins. After 3-4 minutes, deglaze with wine. Add sausages back in and simmer for 30 minutes on low heat, or until fully cooked. Season with salt and pepper. Finish with reserved chopped herbs. Serve with pasta or polenta. Search for Baked Polenta in our recipe base.']"
100212,Easy Week Night Lasagna,https://www.newseasonsmarket.com/recipes/easy-week-night-lasagna/,https://cdn.newseasonsmarket.com/wp-content/uploads/2016/06/Lasagna.jpg,"['1 1/2 lbs bulk New Seasons Market Italian Sausage', '1 tablespoon olive oil', '2 (16 oz) containers New Seasons Market Marinara', '1 (16 oz) container New Seasons Market Fresh Pasta Sheets (8 sheets)', '2 cups Calabro ricotta cheese', '2 cups shredded mozzarella cheese']","['Preheat oven to 350ºF.', 'In a large skillet over medium-high heat, sauté Italian sausage in olive oil, using a spoon to break sausage into small pieces as it cooks. Cook 8-10 minutes, or until cooked through.', 'Meanwhile, pour enough marinara sauce to cover the bottom of a 9” x 13” baking dish. Lay out 2 pasta sheets covering the bottom of the baking dish. Dollop ricotta, sausage, mozzarella and sauce to cover. Add another 2 sheets of pasta and repeat layering for 2 layers. Cover the last 2 pasta sheets with remaining sauce and mozzarella.', 'Cover tightly with foil and place in preheated oven for 25 minutes. Remove foil and cook 10 more minutes.']"
100213,"Grilled Halibut, Romaine and Tapenade Bundles",https://www.newseasonsmarket.com/recipes/grilled-halibut-romaine-and-tapenade-bundles/,https://cdn.newseasonsmarket.com/wp-content/uploads/2016/06/Grilled-Halibut.jpg,"['12 very large romaine lettuce', '1/2 cup green olive tapenade', '1 lb cod or halibut fillets (1 in. thick)', 'extra virgin olive oil', 'fresh lemon juice or lemon wedges']","['Heat grill to medium (about 375°).', 'Cook lettuce leaves 2 or 3 at a time in a pot of boiling water until ribs are flexible, 2-3 minutes; as done, transfer to a bowl of ice water. Lay leaves flat with smooth sides up on kitchen towels and pat dry. Spread the 8 largest leaves with tapenade. Cut fish into 8 pieces; set 1 at base of each leaf. If leaf isn’t big enough to enclose fish, overlap leaf with another. Roll up each bundle from base, folding in sides. Brush bundles with oil.', 'Grill, turning once until fish is just opaque and up to temperature, about 8 minutes. Serve with lemon.']"
100214,Chicken with Mushroom and Wine Sauce,https://www.newseasonsmarket.com/recipes/chicken-with-mushroom-and-wine-sauce/,https://cdn.newseasonsmarket.com/wp-content/uploads/2016/06/chicken_wine_mushroom.jpg,"['1 1/2 lbs boneless/skinless chicken', '5 cloves garlic, minced', '1/3 cup fresh chopped leeks, pale green & white parts', '3 cups mixed sliced mushrooms', '1/2 tablespoon fresh marjoram', '1/4 cup olive oil', '1 cup mushroom broth', '1/2 cup red wine', 'salt and pepper to taste']","['In a large saucepan, sauté the chicken in the olive oil until light brown in color. Stir in garlic, leeks, mushrooms and marjoram and continue to cook, stirring often, until mushrooms begin to wilt (about 5-10 minutes). Add broth and wine, reduce heat to simmer and cook for 20-30 minutes, uncovered.', 'Season with salt and pepper to taste and serve with rice, pasta or polenta.']"
100215,Honey Ginger Steak Marinade,https://www.newseasonsmarket.com/recipes/honey-ginger-steak-marinade/,,"['1 1/2 lbs steak', '1/2 cup soy sauce', '1/2 cup honey', '1 tablespoon fresh ginger, minced', '2 cloves garlic, crushed', '1/2 cup olive oil']",['Score the steak by making crisscross cuts on the surface on both sides of the meat. Mix the ingredients for the marinade and pour over the steak. Marinate covered in the refrigeator for at least 45 minutes or overnight. Grill as desired and slice on the diagonal.']
100216,Hemp Seed Alfredo,https://www.newseasonsmarket.com/recipes/hemp-seed-alfredo/,,"['1 head cauliflower, roughly chopped', '2 garlic cloves', '2/3 cup hemp ricotta (see hemp ricotta recipe)', '2 tablespoons butter alternative', '1 tablespoon unrefined coconut oil', '6 tablespoons hemp whey (see hemp ricotta recipe)', 'Sea salt and pepper to taste']","['Bring a pot of lightly-salted water to a boil, add cauliflower and cook until tender. Add cooked cauliflower, garlic, hemp ricotta, pasture butter, and coconut oil to a blender. Slowly add hemp whey and blend until the mixture is smooth. Add salt and pepper to taste.']"
100217,Italian Spice Blend,https://www.newseasonsmarket.com/recipes/italian-spice-blend/,,"['2 tablespoons dried basil', '2 tablespoons dried marjoram', '1 tablespoon garlic powder', '1 tablespoon dried oregano', '2 teaspoons dried thyme', '2 teaspoons crushed dried rosemary', '2 teaspoons red chili flakes']",['Mix all ingredients together and store in an airtight container.']
100218,Lemon Baked Salmon,https://www.newseasonsmarket.com/recipes/lemon-baked-salmon/,,"['8-10 ounces wild-caught salmon', '2 teaspoons ghee, melted', '2 teaspoons fresh lemon juice']","['Preheat oven to 425°F. Line a baking sheet with parchment paper. Place salmon on parchment lined baking sheet, skin side down. Drizzle melted ghee and lemon juice over salmon and bake for 15-20 minutes or until salmon flakes easily with fork.', 'Note: Bake fish for 10 minutes per inch of thickness.']"
100219,Lemon Dill Salmon,https://www.newseasonsmarket.com/recipes/lemon-dill-salmon/,,"['1 1/2 pounds wild salmon', '1 teaspoon sea salt', '1 teaspoon freshly cracked black pepper', '2 tablespoons ghee', '1 lemon, zested and juiced', '1 tablespoon fresh dill, chopped']","['Preheat oven to 400°F. Grease the bottom of a 9x13 baking dish. Sprinkle salmon with salt and pepper and place in the prepared dish. Mix together ghee (room temperature), lemon zest and dill. Place half of the mixture on top of the seasoned salmon, and spread across the surface of the fish. Bake for 10-15 minutes or until fully cooked, checking for doneness after 10 minutes. Add the remaining ghee/dill/lemon zest mixture on top, add a squeeze of lemon juice and serve with lemon slices and dill for garnish.']"
100220,Lemon Parsley Pesto,https://www.newseasonsmarket.com/recipes/lemon-parsley-pesto/,,"['2 cups loosely packed Italian parsley', '1/4 cup extra virgin olive oil', '3/4 cup walnuts', '1 lemon, juiced', '1/2 teaspoon sea salt', '1/8 teaspoon lemon pepper']",['Wash and de-stem parsley. Blend all ingredients in blender or small food processor.']
100221,Mock Marinara,https://www.newseasonsmarket.com/recipes/mock-marinara/,,"['5 tablespoons extra virgin olive oil, divided', '1/2 large onion, chopped', '1/2 medium fennel bulb, chopped', '4 cloves garlic, minced', '1 teaspoon Italian herb blend', '1 1/2 cups no-mato base (see recipe)', '4 splashes coconut aminos', '1 teaspoon garlic powder', '1-2 cups bone broth', '4 tablespoons basil, julienned', '2 tablespoons rendered animal fat', 'Sea salt, black pepper, and balsamic vinegar to taste']","['Add 3 tablespoons of olive oil to a medium saucepot. Add onion, fennel, garlic, and Italian seasoning and saute until vegetables start to brown. Add no-mato base, coconut aminos, garlic powder, and bone broth to pot and bring to boil. Reduce heat and simmer for approximately 5 minutes. Remove from heat and stir in the fresh basil, remaining 2 tablespoons of olive oil and rendered animal fat. Taste and adjust seasoning as needed with salt, pepper, and balsamic vinegar.']"
100222,No-Mato Base,https://www.newseasonsmarket.com/recipes/no-mato-base/,,"['2 bunches red beets, washed', '1 bunch carrots, peeled', '1 clove garlic', '2 medium onions, peeled and cut in half', '1-2 tablespoons extra virgin olive oil', '1/4-1 cup water, as needed', 'Sea salt and pepper to taste']","['Preheat oven to 350°F. Toss all the vegetables with extra virgin olive oil, salt and pepper and place in baking dish. Cover dish with foil and bake until vegetables are soft, approximately 35 minutes. Once vegetables are cooled, peel beets and garlic. Place all the vegetables into a blender and puree until smooth, adding water as needed to get a smooth puree.']"
100223,Oven-Fried Coconut Chicken,https://www.newseasonsmarket.com/recipes/oven-fried-coconut-chicken/,,"['3 1/2 pounds chicken breasts/thighs', '1 1/2 cups coconut milk', '1/2 lemon, juiced', '1 teaspoon coconut oil', '1 cup gluten-free breadcrumbs', '1 cup shredded coconut', '1 tablespoon chopped fresh sage', '1 teaspoon dried oregano', '1 teaspoon dried parsley', '1/2 teaspoon sea salt', '1/2 teaspoon black pepper']","['Cut chicken up into 2 inch slices. Mix coconut milk and lemon juice. Marinate chicken in this mixture for 2 hours. Preheat oven to 375 F. Coat a rectangular glass baking dish with coconut oil. Combine breadcrumbs, coconut, sage, oregano, parselyl, sea salt, and pepper in large bowl. Dip coated chicken strips in breadcrumb mixture and place in baking dish. Bake up to 1 hour and 15 minutes or until chicken is cooked thoroughly.']"
